Sepal Length,Sepal Width,Petal Length,Petal Width,Species,Commentaires
5.0999999999999996,3.5,1.3999999999999999,0.20000000000000001,setosa
4.9000000000000004,3,1.3999999999999999,0.20000000000000001,setosa
4.7000000000000002,3.2000000000000002,1.3,0.20000000000000001,setosa
4.5999999999999996,3.1000000000000001,1.5,0.20000000000000001,setosa,Mesuré par Simone
5,,1.3999999999999999,0.20000000000000001,setosa
5.4000000000000004,3.8999999999999999,1.7,0.40000000000000002,setosa
4.5999999999999996,3.3999999999999999,1.3999999999999999,0.29999999999999999,setosa
5,,1.5,0.20000000000000001,setosa
4.4000000000000004,2.8999999999999999,1.3999999999999999,0.20000000000000001,setosa
4.9000000000000004,,1.5,0.10000000000000001,setosa
4.7999999999999998,3,1.3999999999999999,0.10000000000000001,setosa
4.2999999999999998,3,1.1000000000000001,0.10000000000000001,setosa
5.7999999999999998,4,,0.20000000000000001,setosa,Longueur des pétales oubliée
5.7000000000000002,4.4000000000000004,1.5,0.40000000000000002,setosa
4.9000000000000004,3.6000000000000001,1.3999999999999999,0.10000000000000001,setosa
7,3.2000000000000002,4.7000000000000002,1.3999999999999999,versicolor
6.4000000000000004,3.2000000000000002,4.5,1.5,versicolor
6.9000000000000004,3.1000000000000001,4.9000000000000004,1.5,versicolor
5.5,2.6000000000000001,4.4000000000000004,1.2,versicolor
6.0999999999999996,3,4.5999999999999996,1.3999999999999999,versicolor
5.7999999999999998,2.6000000000000001,4,1.2,versicolor
5,2.2999999999999998,3.2999999999999998,1,versicolor
5.5999999999999996,2.7000000000000002,,1.3,versicolor
5.7000000000000002,3,4.2000000000000002,1.2,versicolor
5.7000000000000002,2.8999999999999999,4.2000000000000002,1.3,versicolor
6.2000000000000002,2.8999999999999999,4.2999999999999998,1.3,versicolor
5.0999999999999996,2.5,3,1.1000000000000001,versicolor
5.7000000000000002,2.7999999999999998,4.0999999999999996,1.3,versicolor
6.2999999999999998,3.2999999999999998,,2.5,virginica
5.7999999999999998,2.7000000000000002,5.0999999999999996,1.8999999999999999,virginica
,3,5.9000000000000004,2.1000000000000001,virginica,espèces incertaine
6.2999999999999998,2.8999999999999999,5.5999999999999996,1.8,virginica
6.5,3,5.7999999999999998,2.2000000000000002,virginica
7.5999999999999996,3,6.5999999999999996,2.1000000000000001,virginica
4.9000000000000004,2.5,4.5,1.7,virginica
7.2999999999999998,2.8999999999999999,6.2999999999999998,1.8,virginica
6.7000000000000002,2.5,5.7999999999999998,1.8,virginica
